tripletid,file_X,onset_X,offset_X,presentation_order,Practice,Target phone,Other phone,phoneitem_id_X,phone1_X,phone2_X,phone3_X,talker_X,sex_X,dialect_X,Block,dialect_OTH,dialect_TGT,distance_OTH_norm,distance_TGT_norm,file_OTH,file_TGT,offset_OTH,offset_TGT,onset_OTH,onset_TGT,phone1_OTH,phone1_TGT,phone3_OTH,phone3_TGT,phoneitem_id_OTH,phoneitem_id_TGT,sex_OTH,sex_TGT,talker_OTH,talker_TGT
t00000076213,TEST/DR7/FTLH0/SX289,0.4875,0.653,AB,FALSE,uw,aa,i38586,r,uw,f,FTLH0,F,DR7,B2,DR7,DR7,23.39605701,18.44490184,TRAIN/DR7/MAFM0/SX219,TRAIN/DR7/MAFM0/SX309,0.5962,0.4782,0.4044,0.3025,r,r,f,f,i134365,i134332,M,M,MAFM0,MAFM0
t00000076043,TRAIN/DR3/MHMR0/SX309,0.3325,0.5143,AB,FALSE,uw,aa,i73383,r,uw,f,MHMR0,M,DR3,B3,DR2,DR2,17.88846201,15.62632553,TRAIN/DR2/FCAJ0/SX219,TRAIN/DR2/FCAJ0/SX309,0.7023,0.5326,0.5091,0.3202,r,r,f,f,i96493,i96459,F,F,FCAJ0,FCAJ0
t00000076246,TRAIN/DR7/MAFM0/SX309,0.3025,0.4782,BA,FALSE,uw,aa,i134332,r,uw,f,MAFM0,M,DR7,B1,DR1,DR1,15.03391964,17.74164278,TRAIN/DR1/MRSO0/SX219,TRAIN/DR1/MRSO0/SX309,0.7644,0.6788,0.525,0.415,r,r,f,f,i176548,i176491,M,M,MRSO0,MRSO0
t00000076044,TRAIN/DR2/MJAE0/SX264,2.1566,2.7175,BA,FALSE,uw,aa,i108433,r,uw,f,MJAE0,M,DR2,B2,DR2,DR2,15.27055987,14.6558792,TRAIN/DR2/FCAJ0/SX219,TRAIN/DR2/FCAJ0/SX309,0.7023,0.5326,0.5091,0.3202,r,r,f,f,i96493,i96459,F,F,FCAJ0,FCAJ0
t00000076042,TRAIN/DR7/MGSL0/SX264,2.3133,2.7425,BA,FALSE,uw,aa,i140112,r,uw,f,MGSL0,M,DR7,B3,DR2,DR2,18.25932497,17.03922392,TRAIN/DR2/FCAJ0/SX219,TRAIN/DR2/FCAJ0/SX309,0.7023,0.5326,0.5091,0.3202,r,r,f,f,i96493,i96459,F,F,FCAJ0,FCAJ0
t00000013296,TRAIN/DR6/MRXB0/SX325,0.5525,0.945,AB,FALSE,uw,ae,i159023,m,uw,n,MRXB0,M,DR6,B1,DR2,DR2,20.01208765,19.53518251,TRAIN/DR2/FLMA0/SI1873,TRAIN/DR2/FLMA0/SI1873,2.6579,0.9974,2.4275,0.7533,m,m,n,n,i97014,i96988,F,F,FLMA0,FLMA0
t00000052670,TRAIN/DR3/MPRD0/SX441,0.8688,1.1075,AB,FALSE,uw,ae,i69270,r,uw,pcl,MPRD0,M,DR3,B2,DR1,DR1,20.81073845,19.42781617,TRAIN/DR1/MRCG0/SX438,TRAIN/DR1/MRCG0/SX438,1.9679,3.7441,1.7311,3.5421,r,r,pcl,pcl,i173541,i173563,M,M,MRCG0,MRCG0
t00000013294,TRAIN/DR3/MCEF0/SX325,0.5232,0.8475,AB,FALSE,uw,ae,i79275,m,uw,n,MCEF0,M,DR3,B3,DR2,DR2,20.19992178,18.31933596,TRAIN/DR2/FLMA0/SI1873,TRAIN/DR2/FLMA0/SI1873,2.6579,0.9974,2.4275,0.7533,m,m,n,n,i97014,i96988,F,F,FLMA0,FLMA0
t00000013293,TRAIN/DR7/FREH0/SX325,0.3775,0.6575,BA,FALSE,uw,ae,i142809,m,uw,n,FREH0,F,DR7,B1,DR2,DR2,18.38776598,18.67769363,TRAIN/DR2/FLMA0/SI1873,TRAIN/DR2/FLMA0/SI1873,2.6579,0.9974,2.4275,0.7533,m,m,n,n,i97014,i96988,F,F,FLMA0,FLMA0
t00000013295,TRAIN/DR2/MJMA0/SX325,0.4595,0.7885,BA,FALSE,uw,ae,i95022,m,uw,n,MJMA0,M,DR2,B2,DR2,DR2,18.02611783,17.0676699,TRAIN/DR2/FLMA0/SI1873,TRAIN/DR2/FLMA0/SI1873,2.6579,0.9974,2.4275,0.7533,m,m,n,n,i97014,i96988,F,F,FLMA0,FLMA0
t00000013297,TRAIN/DR6/MSMR0/SX325,0.436,0.7444,BA,FALSE,uw,ae,i165316,m,uw,n,MSMR0,M,DR6,B3,DR2,DR2,19.32150218,19.64875488,TRAIN/DR2/FLMA0/SI1873,TRAIN/DR2/FLMA0/SI1873,2.6579,0.9974,2.4275,0.7533,m,m,n,n,i97014,i96988,F,F,FLMA0,FLMA0
t00000014247,TRAIN/DR1/MRSO0/SX399,0.3498,0.76,AB,FALSE,uw,ah,i176649,s,uw,m,MRSO0,M,DR1,B1,DR4,DR4,18.81119203,19.61160982,TEST/DR4/MKCL0/SI461,TEST/DR4/MKCL0/SI1091,1.2297,2.0313,0.9762,1.81,s,s,m,m,i3252,i3396,M,M,MKCL0,MKCL0
t00000008306,TEST/DR2/MGWT0/SI2169,4.8172,5.1581,AB,FALSE,uw,ah,i19434,r,uw,m,MGWT0,M,DR2,B2,DR5,DR5,22.89633394,21.73255445,TEST/DR5/MRPP0/SX104,TEST/DR5/MRPP0/SI554,1.3825,4.1025,1.2402,3.7222,r,r,m,m,i32054,i31939,M,M,MRPP0,MRPP0
t00000011709,TEST/DR5/MLIH0/SA1,0.985,1.2793,AB,FALSE,uw,ah,i31429,s,uw,q,MLIH0,M,DR5,B3,DR5,DR5,16.37499675,20.29555765,TRAIN/DR5/FEXM0/SX111,TRAIN/DR5/FEXM0/SA1,0.7806,2.2089,0.4542,1.6892,s,s,q,q,i124024,i123967,F,F,FEXM0,FEXM0
t00000008314,TEST/DR2/MPGL0/SI1729,1.6292,1.8375,BA,FALSE,uw,ah,i20813,r,uw,m,MPGL0,M,DR2,B1,DR5,DR5,13.61522517,13.95861586,TEST/DR5/MRPP0/SX104,TEST/DR5/MRPP0/SI554,1.3825,4.1025,1.2402,3.7222,r,r,m,m,i32054,i31939,M,M,MRPP0,MRPP0
t00000011712,TRAIN/DR5/MWEM0/SA1,1.1411,1.5825,BA,FALSE,uw,ah,i114966,s,uw,q,MWEM0,M,DR5,B2,DR5,DR5,19.27294542,15.70560342,TRAIN/DR5/FEXM0/SX111,TRAIN/DR5/FEXM0/SA1,0.7806,2.2089,0.4542,1.6892,s,s,q,q,i124024,i123967,F,F,FEXM0,FEXM0
t00000014562,TRAIN/DR3/MKLS1/SX375,2.5946,2.8742,BA,FALSE,uw,ah,i90707,s,uw,m,MKLS1,M,DR3,B3,DR1,DR1,17.93894607,17.73168449,TRAIN/DR1/MRSO0/SI1659,TRAIN/DR1/MRSO0/SX399,0.4621,0.76,0.1356,0.3498,s,s,m,m,i176519,i176649,M,M,MRSO0,MRSO0
t00000000011,TEST/DR1/FAKS0/SI2203,2.5231,2.8612,AB,FALSE,uw,uh,i42931,f,uw,l,FAKS0,F,DR1,B1,DR3,DR3,16.0927328,16.20062969,TEST/DR3/MWJG0/SI1124,TEST/DR3/MWJG0/SI1754,1.6292,1.8675,1.3275,1.4625,f,f,l,l,i14632,i14521,M,M,MWJG0,MWJG0
t00000000012,TRAIN/DR1/FSAH0/SI1874,1.8525,2.1932,AB,FALSE,uw,uh,i169387,f,uw,l,FSAH0,F,DR1,B2,DR3,DR3,16.46398217,16.80123269,TEST/DR3/MWJG0/SI1124,TEST/DR3/MWJG0/SI1754,1.6292,1.8675,1.3275,1.4625,f,f,l,l,i14632,i14521,M,M,MWJG0,MWJG0
t00000000015,TEST/DR3/MMJR0/SI2166,1.857,2.2325,AB,FALSE,uw,uh,i11783,f,uw,l,MMJR0,M,DR3,B3,DR3,DR3,15.98950623,13.76575327,TEST/DR3/MWJG0/SI1124,TEST/DR3/MWJG0/SI1754,1.6292,1.8675,1.3275,1.4625,f,f,l,l,i14632,i14521,M,M,MWJG0,MWJG0
t00000000014,TRAIN/DR7/MJRA0/SI1236,0.8746,1.1436,BA,FALSE,uw,uh,i142431,f,uw,l,MJRA0,M,DR7,B1,DR3,DR3,15.01939729,14.74345042,TEST/DR3/MWJG0/SI1124,TEST/DR3/MWJG0/SI1754,1.6292,1.8675,1.3275,1.4625,f,f,l,l,i14632,i14521,M,M,MWJG0,MWJG0
t00000000013,TRAIN/DR4/MJJJ0/SI533,0.7775,1.0925,BA,FALSE,uw,uh,i59850,f,uw,l,MJJJ0,M,DR4,B2,DR3,DR3,15.81745539,14.19490716,TEST/DR3/MWJG0/SI1124,TEST/DR3/MWJG0/SI1754,1.6292,1.8675,1.3275,1.4625,f,f,l,l,i14632,i14521,M,M,MWJG0,MWJG0
t00000000016,TRAIN/DR4/MTRT0/SI1857,1.6925,1.985,BA,FALSE,uw,uh,i65224,f,uw,l,MTRT0,M,DR4,B3,DR3,DR3,16.47923469,16.41540193,TEST/DR3/MWJG0/SI1124,TEST/DR3/MWJG0/SI1754,1.6292,1.8675,1.3275,1.4625,f,f,l,l,i14632,i14521,M,M,MWJG0,MWJG0
