"","Var1","Var2","Phone_NOTENG","Phone_ENG","Econ","Loc","Glob","acoustic_distance","response_var"
"2196","subject_6","trial_74","d̪ʰ","k",0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,0
"2197","subject_7","trial_74","d̪ʰ","ð",0.2001093494,0.1550027337,0.2191323693,-0.27898720356059,1
"2198","subject_8","trial_74","ɖ","b",0.3817204301,0.1693548387,0.03225806452,-0.47826465691113,1
"2199","subject_9","trial_74","ɖ","d",0.3817204301,0.1693548387,0.03225806452,0.17303232959971,1
"2200","subject_10","trial_74","ɖ","g",0.3817204301,0.1693548387,0.03225806452,-0.6205589829249,1
"2201","subject_11","trial_74","ɖ","p",0.3817204301,0.1693548387,0.03225806452,-0.85600230262639,1
"2202","subject_12","trial_74","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,1
"2203","subject_13","trial_74","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,0
"2204","subject_14","trial_74","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,0
"2205","subject_15","trial_74","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,1
"2206","subject_16","trial_74","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,1
"2207","subject_17","trial_74","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,1
"2208","subject_18","trial_74","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,0
"2209","subject_19","trial_74","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,1
"2210","subject_20","trial_74","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,0
"2211","subject_21","trial_74","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,1
"2212","subject_22","trial_74","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,0
"2213","subject_23","trial_74","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,0
"2214","subject_24","trial_74","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
"2215","subject_25","trial_74","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,0
"2216","subject_26","trial_74","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,0
"2217","subject_27","trial_74","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,1
"2218","subject_28","trial_74","ɡʰ","b",0.01668520578,0.1062291435,0.1516694963,-0.44747281090639,1
"2219","subject_29","trial_74","ɡʰ","d",0.01668520578,0.1062291435,0.1516694963,-0.45203414309149,0
"2220","subject_30","trial_74","ɡʰ","g",0.01668520578,0.1062291435,0.1516694963,0.20167511999017,1
"2221","subject_1","trial_75","ɡʰ","p",0.01668520578,0.1062291435,0.1516694963,-0.78039481232873,1
"2222","subject_2","trial_75","ɡʰ","t",0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,0
"2223","subject_3","trial_75","ɡʰ","k",0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,0
"2224","subject_4","trial_75","ɳ","n",0.3817204301,0.125,-0.07661290323,0.54887734059071,1
"2225","subject_5","trial_75","ɳ","j",0.3817204301,0.125,-0.07661290323,0.24445951631444,1
"2226","subject_6","trial_75","ɽ","b",0.0770609319,0.1326164875,0.1553166069,-1.61453638146467,1
"2227","subject_7","trial_75","ɽ","d",0.0770609319,0.1326164875,0.1553166069,0.12733145914267,1
"2228","subject_8","trial_75","ɽ","g",0.0770609319,0.1326164875,0.1553166069,-0.53831970161309,1
"2229","subject_9","trial_75","ɽ","p",0.0770609319,0.1326164875,0.1553166069,-1.11250819479602,0
"2230","subject_10","trial_75","ɽ","t",0.0770609319,0.1326164875,0.1553166069,-0.0971209008228699,0
"2231","subject_11","trial_75","ɽ","k",0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,0
"2232","subject_12","trial_75","ɽ","ð",0.0770609319,0.1326164875,0.1553166069,-0.44747281090639,0
"2233","subject_13","trial_75","ɽ","ɾ",0.0770609319,0.1326164875,0.1553166069,0.24729505138738,0
"2234","subject_14","trial_75","ʈ","t",0.3817204301,0.1827956989,-0.08870967742,0.139983112483201,0
"2235","subject_15","trial_75","ʈ","d",0.3817204301,0.1827956989,-0.08870967742,-0.26240255792794,1
"2236","subject_16","trial_75","ɣ","g",0.2367172676,0.1385199241,0.1266603416,0.07222050747409,1
"2237","subject_17","trial_75","ɣ","k",0.2367172676,0.1385199241,0.1266603416,-0.53831970161309,1
"2238","subject_18","trial_75","ɣ","h",0.2367172676,0.1385199241,0.1266603416,-0.3892194104869,1
"2239","subject_19","trial_75","x","k",0.295436664,0.1931348222,-0.03618134263,-0.36795391487243,1
"2240","subject_20","trial_75","x","h",0.295436664,0.1931348222,-0.03618134263,0.28865129200255,1
"2241","subject_21","trial_75","x","s",0.295436664,0.1931348222,-0.03618134263,-0.87161196819214,1
"2242","subject_22","trial_75","x","ʃ",0.295436664,0.1931348222,-0.03618134263,-0.6083012001128,1
"2243","subject_23","trial_75","bʰ","b",0.01668520578,0.1062291435,0.1683644595,0.0618853178926599,0
"2244","subject_24","trial_75","bʰ","d",0.01668520578,0.1062291435,0.1683644595,-0.66428426160508,0
"2245","subject_25","trial_75","bʰ","g",0.01668520578,0.1062291435,0.1683644595,-0.65362190141363,0
"2246","subject_26","trial_75","bʰ","p",0.01668520578,0.1062291435,0.1683644595,-0.219837265703499,1
"2247","subject_27","trial_75","bʰ","t",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,0
"2248","subject_28","trial_75","bʰ","k",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"2249","subject_29","trial_75","bʰ","v",0.01668520578,0.1062291435,0.1683644595,-0.324695590643819,1
"2250","subject_30","trial_75","d̪ʰ","b",0.2001093494,0.1550027337,0.2191323693,-0.53924567926845,1
"2251","subject_1","trial_76","d̪ʰ","d",0.2001093494,0.1550027337,0.2191323693,0.30164056720466,1
"2252","subject_2","trial_76","d̪ʰ","g",0.2001093494,0.1550027337,0.2191323693,-0.53513664966592,0
"2253","subject_3","trial_76","d̪ʰ","p",0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
"2254","subject_4","trial_76","d̪ʰ","t",0.2001093494,0.1550027337,0.2191323693,-0.11503790598643,0
"2255","subject_5","trial_76","d̪ʰ","k",0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
"2256","subject_6","trial_76","d̪ʰ","ð",0.2001093494,0.1550027337,0.2191323693,-0.27898720356059,1
"2257","subject_7","trial_76","ɖ","b",0.3817204301,0.1693548387,0.03225806452,-0.47826465691113,0
"2258","subject_8","trial_76","ɖ","d",0.3817204301,0.1693548387,0.03225806452,0.17303232959971,1
"2259","subject_9","trial_76","ɖ","g",0.3817204301,0.1693548387,0.03225806452,-0.6205589829249,1
"2260","subject_10","trial_76","ɖ","p",0.3817204301,0.1693548387,0.03225806452,-0.85600230262639,1
"2261","subject_11","trial_76","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,1
"2262","subject_12","trial_76","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,1
"2263","subject_13","trial_76","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,0
"2264","subject_14","trial_76","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,1
"2265","subject_15","trial_76","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,0
"2266","subject_16","trial_76","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,1
"2267","subject_17","trial_76","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,1
"2268","subject_18","trial_76","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,1
"2269","subject_19","trial_76","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,0
"2270","subject_20","trial_76","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,1
"2271","subject_21","trial_76","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,1
"2272","subject_22","trial_76","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,1
"2273","subject_23","trial_76","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,0
"2274","subject_24","trial_76","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,0
"2275","subject_25","trial_76","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,0
"2276","subject_26","trial_76","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,1
"2277","subject_27","trial_76","ɡʰ","b",0.01668520578,0.1062291435,0.1516694963,-0.44747281090639,0
"2278","subject_28","trial_76","ɡʰ","d",0.01668520578,0.1062291435,0.1516694963,-0.45203414309149,1
"2279","subject_29","trial_76","ɡʰ","g",0.01668520578,0.1062291435,0.1516694963,0.20167511999017,1
"2280","subject_30","trial_76","ɡʰ","p",0.01668520578,0.1062291435,0.1516694963,-0.78039481232873,0
"2281","subject_1","trial_77","ɡʰ","t",0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
"2282","subject_2","trial_77","ɡʰ","k",0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,0
"2283","subject_3","trial_77","ɳ","n",0.3817204301,0.125,-0.07661290323,0.54887734059071,1
"2284","subject_4","trial_77","ɳ","j",0.3817204301,0.125,-0.07661290323,0.24445951631444,1
"2285","subject_5","trial_77","ɽ","b",0.0770609319,0.1326164875,0.1553166069,-1.61453638146467,1
"2286","subject_6","trial_77","ɽ","d",0.0770609319,0.1326164875,0.1553166069,0.12733145914267,0
"2287","subject_7","trial_77","ɽ","g",0.0770609319,0.1326164875,0.1553166069,-0.53831970161309,0
"2288","subject_8","trial_77","ɽ","p",0.0770609319,0.1326164875,0.1553166069,-1.11250819479602,1
"2289","subject_9","trial_77","ɽ","t",0.0770609319,0.1326164875,0.1553166069,-0.0971209008228699,0
"2290","subject_10","trial_77","ɽ","k",0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
"2291","subject_11","trial_77","ɽ","ð",0.0770609319,0.1326164875,0.1553166069,-0.44747281090639,0
"2292","subject_12","trial_77","ɽ","ɾ",0.0770609319,0.1326164875,0.1553166069,0.24729505138738,1
"2293","subject_13","trial_77","ʈ","t",0.3817204301,0.1827956989,-0.08870967742,0.139983112483201,1
"2294","subject_14","trial_77","ʈ","d",0.3817204301,0.1827956989,-0.08870967742,-0.26240255792794,0
"2295","subject_15","trial_77","ɣ","g",0.2367172676,0.1385199241,0.1266603416,0.07222050747409,1
"2296","subject_16","trial_77","ɣ","k",0.2367172676,0.1385199241,0.1266603416,-0.53831970161309,1
"2297","subject_17","trial_77","ɣ","h",0.2367172676,0.1385199241,0.1266603416,-0.3892194104869,0
"2298","subject_18","trial_77","x","k",0.295436664,0.1931348222,-0.03618134263,-0.36795391487243,0
"2299","subject_19","trial_77","x","h",0.295436664,0.1931348222,-0.03618134263,0.28865129200255,1
"2300","subject_20","trial_77","x","s",0.295436664,0.1931348222,-0.03618134263,-0.87161196819214,0
"2301","subject_21","trial_77","x","ʃ",0.295436664,0.1931348222,-0.03618134263,-0.6083012001128,0
"2302","subject_22","trial_77","bʰ","b",0.01668520578,0.1062291435,0.1683644595,0.0618853178926599,1
"2303","subject_23","trial_77","bʰ","d",0.01668520578,0.1062291435,0.1683644595,-0.66428426160508,1
"2304","subject_24","trial_77","bʰ","g",0.01668520578,0.1062291435,0.1683644595,-0.65362190141363,0
"2305","subject_25","trial_77","bʰ","p",0.01668520578,0.1062291435,0.1683644595,-0.219837265703499,1
"2306","subject_26","trial_77","bʰ","t",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"2307","subject_27","trial_77","bʰ","k",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,0
"2308","subject_28","trial_77","bʰ","v",0.01668520578,0.1062291435,0.1683644595,-0.324695590643819,0
"2309","subject_29","trial_77","d̪ʰ","b",0.2001093494,0.1550027337,0.2191323693,-0.53924567926845,1
"2310","subject_30","trial_77","d̪ʰ","d",0.2001093494,0.1550027337,0.2191323693,0.30164056720466,0
"2311","subject_1","trial_78","d̪ʰ","g",0.2001093494,0.1550027337,0.2191323693,-0.53513664966592,1
"2312","subject_2","trial_78","d̪ʰ","p",0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,0
"2313","subject_3","trial_78","d̪ʰ","t",0.2001093494,0.1550027337,0.2191323693,-0.11503790598643,1
"2314","subject_4","trial_78","d̪ʰ","k",0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
"2315","subject_5","trial_78","d̪ʰ","ð",0.2001093494,0.1550027337,0.2191323693,-0.27898720356059,1
"2316","subject_6","trial_78","ɖ","b",0.3817204301,0.1693548387,0.03225806452,-0.47826465691113,1
"2317","subject_7","trial_78","ɖ","d",0.3817204301,0.1693548387,0.03225806452,0.17303232959971,0
"2318","subject_8","trial_78","ɖ","g",0.3817204301,0.1693548387,0.03225806452,-0.6205589829249,1
"2319","subject_9","trial_78","ɖ","p",0.3817204301,0.1693548387,0.03225806452,-0.85600230262639,0
"2320","subject_10","trial_78","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,0
"2321","subject_11","trial_78","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,0
"2322","subject_12","trial_78","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,0
"2323","subject_13","trial_78","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,1
"2324","subject_14","trial_78","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,1
"2325","subject_15","trial_78","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,1
"2326","subject_16","trial_78","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,1
"2327","subject_17","trial_78","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,0
"2328","subject_18","trial_78","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,1
"2329","subject_19","trial_78","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,0
"2330","subject_20","trial_78","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,1
"2331","subject_21","trial_78","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,1
"2332","subject_22","trial_78","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
"2333","subject_23","trial_78","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
"2334","subject_24","trial_78","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,1
"2335","subject_25","trial_78","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,1
"2336","subject_26","trial_78","ɡʰ","b",0.01668520578,0.1062291435,0.1516694963,-0.44747281090639,1
"2337","subject_27","trial_78","ɡʰ","d",0.01668520578,0.1062291435,0.1516694963,-0.45203414309149,1
"2338","subject_28","trial_78","ɡʰ","g",0.01668520578,0.1062291435,0.1516694963,0.20167511999017,1
"2339","subject_29","trial_78","ɡʰ","p",0.01668520578,0.1062291435,0.1516694963,-0.78039481232873,1
"2340","subject_30","trial_78","ɡʰ","t",0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,0
"2341","subject_1","trial_79","ɡʰ","k",0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
"2342","subject_2","trial_79","ɳ","n",0.3817204301,0.125,-0.07661290323,0.54887734059071,1
"2343","subject_3","trial_79","ɳ","j",0.3817204301,0.125,-0.07661290323,0.24445951631444,1
"2344","subject_4","trial_79","ɽ","b",0.0770609319,0.1326164875,0.1553166069,-1.61453638146467,1
"2345","subject_5","trial_79","ɽ","d",0.0770609319,0.1326164875,0.1553166069,0.12733145914267,1
"2346","subject_6","trial_79","ɽ","g",0.0770609319,0.1326164875,0.1553166069,-0.53831970161309,0
"2347","subject_7","trial_79","ɽ","p",0.0770609319,0.1326164875,0.1553166069,-1.11250819479602,1
"2348","subject_8","trial_79","ɽ","t",0.0770609319,0.1326164875,0.1553166069,-0.0971209008228699,1
"2349","subject_9","trial_79","ɽ","k",0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,0
"2350","subject_10","trial_79","ɽ","ð",0.0770609319,0.1326164875,0.1553166069,-0.44747281090639,1
"2351","subject_11","trial_79","ɽ","ɾ",0.0770609319,0.1326164875,0.1553166069,0.24729505138738,0
"2352","subject_12","trial_79","ʈ","t",0.3817204301,0.1827956989,-0.08870967742,0.139983112483201,0
"2353","subject_13","trial_79","ʈ","d",0.3817204301,0.1827956989,-0.08870967742,-0.26240255792794,0
"2354","subject_14","trial_79","ɣ","g",0.2367172676,0.1385199241,0.1266603416,0.07222050747409,0
"2355","subject_15","trial_79","ɣ","k",0.2367172676,0.1385199241,0.1266603416,-0.53831970161309,0
"2356","subject_16","trial_79","ɣ","h",0.2367172676,0.1385199241,0.1266603416,-0.3892194104869,1
"2357","subject_17","trial_79","x","k",0.295436664,0.1931348222,-0.03618134263,-0.36795391487243,1
"2358","subject_18","trial_79","x","h",0.295436664,0.1931348222,-0.03618134263,0.28865129200255,0
"2359","subject_19","trial_79","x","s",0.295436664,0.1931348222,-0.03618134263,-0.87161196819214,0
"2360","subject_20","trial_79","x","ʃ",0.295436664,0.1931348222,-0.03618134263,-0.6083012001128,0
"2361","subject_21","trial_79","bʰ","b",0.01668520578,0.1062291435,0.1683644595,0.0618853178926599,1
"2362","subject_22","trial_79","bʰ","d",0.01668520578,0.1062291435,0.1683644595,-0.66428426160508,0
"2363","subject_23","trial_79","bʰ","g",0.01668520578,0.1062291435,0.1683644595,-0.65362190141363,1
"2364","subject_24","trial_79","bʰ","p",0.01668520578,0.1062291435,0.1683644595,-0.219837265703499,1
"2365","subject_25","trial_79","bʰ","t",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"2366","subject_26","trial_79","bʰ","k",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"2367","subject_27","trial_79","bʰ","v",0.01668520578,0.1062291435,0.1683644595,-0.324695590643819,1
"2368","subject_28","trial_79","d̪ʰ","b",0.2001093494,0.1550027337,0.2191323693,-0.53924567926845,1
"2369","subject_29","trial_79","d̪ʰ","d",0.2001093494,0.1550027337,0.2191323693,0.30164056720466,0
"2370","subject_30","trial_79","d̪ʰ","g",0.2001093494,0.1550027337,0.2191323693,-0.53513664966592,1
"2371","subject_1","trial_80","d̪ʰ","p",0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
"2372","subject_2","trial_80","d̪ʰ","t",0.2001093494,0.1550027337,0.2191323693,-0.11503790598643,1
"2373","subject_3","trial_80","d̪ʰ","k",0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,0
"2374","subject_4","trial_80","d̪ʰ","ð",0.2001093494,0.1550027337,0.2191323693,-0.27898720356059,0
"2375","subject_5","trial_80","ɖ","b",0.3817204301,0.1693548387,0.03225806452,-0.47826465691113,1
"2376","subject_6","trial_80","ɖ","d",0.3817204301,0.1693548387,0.03225806452,0.17303232959971,1
"2377","subject_7","trial_80","ɖ","g",0.3817204301,0.1693548387,0.03225806452,-0.6205589829249,1
"2378","subject_8","trial_80","ɖ","p",0.3817204301,0.1693548387,0.03225806452,-0.85600230262639,0
"2379","subject_9","trial_80","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,1
"2380","subject_10","trial_80","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,1
"2381","subject_11","trial_80","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,1
"2382","subject_12","trial_80","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,0
"2383","subject_13","trial_80","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,1
"2384","subject_14","trial_80","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,0
"2385","subject_15","trial_80","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,0
"2386","subject_16","trial_80","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,1
"2387","subject_17","trial_80","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,1
"2388","subject_18","trial_80","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,0
"2389","subject_19","trial_80","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,0
"2390","subject_20","trial_80","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,0
"2391","subject_21","trial_80","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,0
"2392","subject_22","trial_80","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
"2393","subject_23","trial_80","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,1
"2394","subject_24","trial_80","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,1
"2395","subject_25","trial_80","ɡʰ","b",0.01668520578,0.1062291435,0.1516694963,-0.44747281090639,1
"2396","subject_26","trial_80","ɡʰ","d",0.01668520578,0.1062291435,0.1516694963,-0.45203414309149,0
"2397","subject_27","trial_80","ɡʰ","g",0.01668520578,0.1062291435,0.1516694963,0.20167511999017,1
"2398","subject_28","trial_80","ɡʰ","p",0.01668520578,0.1062291435,0.1516694963,-0.78039481232873,1
"2399","subject_29","trial_80","ɡʰ","t",0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,0
"2400","subject_30","trial_80","ɡʰ","k",0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,0
"2401","subject_1","trial_81","ɳ","n",0.3817204301,0.125,-0.07661290323,0.54887734059071,0
"2402","subject_2","trial_81","ɳ","j",0.3817204301,0.125,-0.07661290323,0.24445951631444,0
"2403","subject_3","trial_81","ɽ","b",0.0770609319,0.1326164875,0.1553166069,-1.61453638146467,0
"2404","subject_4","trial_81","ɽ","d",0.0770609319,0.1326164875,0.1553166069,0.12733145914267,1
"2405","subject_5","trial_81","ɽ","g",0.0770609319,0.1326164875,0.1553166069,-0.53831970161309,0
"2406","subject_6","trial_81","ɽ","p",0.0770609319,0.1326164875,0.1553166069,-1.11250819479602,1
"2407","subject_7","trial_81","ɽ","t",0.0770609319,0.1326164875,0.1553166069,-0.0971209008228699,1
"2408","subject_8","trial_81","ɽ","k",0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,0
"2409","subject_9","trial_81","ɽ","ð",0.0770609319,0.1326164875,0.1553166069,-0.44747281090639,1
"2410","subject_10","trial_81","ɽ","ɾ",0.0770609319,0.1326164875,0.1553166069,0.24729505138738,1
"2411","subject_11","trial_81","ʈ","t",0.3817204301,0.1827956989,-0.08870967742,0.139983112483201,0
"2412","subject_12","trial_81","ʈ","d",0.3817204301,0.1827956989,-0.08870967742,-0.26240255792794,0
"2413","subject_13","trial_81","ɣ","g",0.2367172676,0.1385199241,0.1266603416,0.07222050747409,1
"2414","subject_14","trial_81","ɣ","k",0.2367172676,0.1385199241,0.1266603416,-0.53831970161309,0
"2415","subject_15","trial_81","ɣ","h",0.2367172676,0.1385199241,0.1266603416,-0.3892194104869,1
"2416","subject_16","trial_81","x","k",0.295436664,0.1931348222,-0.03618134263,-0.36795391487243,1
"2417","subject_17","trial_81","x","h",0.295436664,0.1931348222,-0.03618134263,0.28865129200255,0
"2418","subject_18","trial_81","x","s",0.295436664,0.1931348222,-0.03618134263,-0.87161196819214,0
"2419","subject_19","trial_81","x","ʃ",0.295436664,0.1931348222,-0.03618134263,-0.6083012001128,1
"2420","subject_20","trial_81","bʰ","b",0.01668520578,0.1062291435,0.1683644595,0.0618853178926599,0
"2421","subject_21","trial_81","bʰ","d",0.01668520578,0.1062291435,0.1683644595,-0.66428426160508,1
"2422","subject_22","trial_81","bʰ","g",0.01668520578,0.1062291435,0.1683644595,-0.65362190141363,1
"2423","subject_23","trial_81","bʰ","p",0.01668520578,0.1062291435,0.1683644595,-0.219837265703499,1
"2424","subject_24","trial_81","bʰ","t",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,1
"2425","subject_25","trial_81","bʰ","k",0.01668520578,0.1062291435,0.1683644595,-0.85640986837544,0
"2426","subject_26","trial_81","bʰ","v",0.01668520578,0.1062291435,0.1683644595,-0.324695590643819,1
"2427","subject_27","trial_81","d̪ʰ","b",0.2001093494,0.1550027337,0.2191323693,-0.53924567926845,1
"2428","subject_28","trial_81","d̪ʰ","d",0.2001093494,0.1550027337,0.2191323693,0.30164056720466,1
"2429","subject_29","trial_81","d̪ʰ","g",0.2001093494,0.1550027337,0.2191323693,-0.53513664966592,1
"2430","subject_30","trial_81","d̪ʰ","p",0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,0
"2431","subject_1","trial_82","d̪ʰ","t",0.2001093494,0.1550027337,0.2191323693,-0.11503790598643,0
"2432","subject_2","trial_82","d̪ʰ","k",0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
"2433","subject_3","trial_82","d̪ʰ","ð",0.2001093494,0.1550027337,0.2191323693,-0.27898720356059,1
"2434","subject_4","trial_82","ɖ","b",0.3817204301,0.1693548387,0.03225806452,-0.47826465691113,0
"2435","subject_5","trial_82","ɖ","d",0.3817204301,0.1693548387,0.03225806452,0.17303232959971,1
"2436","subject_6","trial_82","ɖ","g",0.3817204301,0.1693548387,0.03225806452,-0.6205589829249,1
"2437","subject_7","trial_82","ɖ","p",0.3817204301,0.1693548387,0.03225806452,-0.85600230262639,0
"2438","subject_8","trial_82","ɖ","t",0.3817204301,0.1693548387,0.03225806452,-0.27667604381396,0
"2439","subject_9","trial_82","ɖ","k",0.3817204301,0.1693548387,0.03225806452,-0.91615826003434,1
"2440","subject_10","trial_82","ɖ","ð",0.3817204301,0.1693548387,0.03225806452,-0.58853296579063,1
"2441","subject_11","trial_82","ɖʰ","b",0.04786680541,0.08532778356,0.2474881015,-0.68808191514267,0
"2442","subject_12","trial_82","ɖʰ","d",0.04786680541,0.08532778356,0.2474881015,0.20167511999017,0
"2443","subject_13","trial_82","ɖʰ","g",0.04786680541,0.08532778356,0.2474881015,-0.54541839393655,1
"2444","subject_14","trial_82","ɖʰ","p",0.04786680541,0.08532778356,0.2474881015,-0.834715444404,1
"2445","subject_15","trial_82","ɖʰ","t",0.04786680541,0.08532778356,0.2474881015,-0.3368152204949,1
"2446","subject_16","trial_82","ɖʰ","k",0.04786680541,0.08532778356,0.2474881015,-0.770926331976,1
"2447","subject_17","trial_82","ɖʰ","ð",0.04786680541,0.08532778356,0.2474881015,-0.11512523452443,0
"2448","subject_18","trial_82","dʒʰ","d",0.01668520578,0.1062291435,0.1239388795,-0.433702190605939,0
"2449","subject_19","trial_82","dʒʰ","z",0.01668520578,0.1062291435,0.1239388795,-0.67116255861138,1
"2450","subject_20","trial_82","dʒʰ","t",0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
"2451","subject_21","trial_82","dʒʰ","s",0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
"2452","subject_22","trial_82","dʒʰ","d͡ʒ",0.01668520578,0.1062291435,0.1239388795,0.24729505138738,0
"2453","subject_23","trial_82","dʒʰ","t͡ʃ",0.01668520578,0.1062291435,0.1239388795,-0.37762794062756,0
